Date,AVG_Dry_Spell,AVG_Frost_Days,AVG_Max_High_Temp,AVG_Min_Low_Temp,AVG_Precip_Percentile
2006-01-01,0.7619047619047619,15.761904761904765,68.28475987025668,16.643736397879444,0.0202183981189333
2006-02-01,0.2857142857142857,8.619047619047619,71.71026559012273,18.613628191266724,0.0355082187390453
2006-03-01,0.5714285714285714,4.238095238095238,77.42364013671873,25.492232317243285,0.0259101352240854
2006-04-01,0.7142857142857143,0.1904761904761904,83.61012782505577,36.42570574079239,0.0502674442261166
2006-05-01,0.6190476190476191,0.0,89.57071829659597,48.23722220284596,0.068791435678188
2006-06-01,0.5714285714285714,0.0,94.8460182407924,57.24002110072544,0.0369651916533922
2006-07-01,0.3809523809523809,0.0,99.6217306082589,61.68307529994416,0.0353889455951529
2006-08-01,0.5714285714285714,0.0,98.23465698242188,62.05735857282364,0.027957366993409
2006-09-01,0.5714285714285714,0.0,93.88622384207588,51.532587018694166,0.0248704052067452
2006-10-01,1.3333333333333333,0.1428571428571428,87.80618321010041,37.73354439871649,0.0061828601162797
2006-11-01,0.6666666666666666,4.476190476190476,79.14696602957586,24.68872889927453,0.0116169492451011
2006-12-01,0.5714285714285714,11.38095238095238,71.682645438058,17.47483380998882,0.010670254326504
2007-01-01,0.8095238095238095,14.0,68.30099870954238,16.43351300920757,0.0395615660446106
2007-02-01,0.6190476190476191,8.285714285714286,72.77459751674105,18.890093906947524,0.0223269700163205
2007-03-01,0.6666666666666666,2.857142857142857,78.28573468889506,25.70718505859373,0.0328746347943593
2007-04-01,0.5238095238095238,0.238095238095238,84.79773681640624,37.027186279296856,0.0307318830766932
2007-05-01,0.5238095238095238,0.0,90.81020891462052,48.90787475585935,0.0323048477488631
2007-06-01,0.5238095238095238,0.0,96.01710588727676,58.53559169224328,0.0332940821919571
2007-07-01,0.4285714285714285,0.0,98.2683091517857,63.56995884486605,0.057818532625644
2007-08-01,0.5714285714285714,0.0,98.12853951590398,63.52098859514505,0.0357194076263996
2007-09-01,1.0476190476190477,0.0,94.31419363839284,49.46014177594864,0.0163465888664935
2007-10-01,1.380952380952381,0.1904761904761904,88.3463391113281,37.14757812499998,0.0093177273080846
2007-11-01,0.8571428571428571,3.1904761904761907,79.4387733677455,26.601234130859343,0.0264256294037834
2007-12-01,0.9523809523809524,13.952380952380953,72.10639857700892,15.572041015624976,0.0172971892913263
2008-01-01,0.6666666666666666,14.285714285714286,68.91382655552454,16.90070399693078,0.029937313854397
2008-02-01,0.3809523809523809,7.285714285714286,73.23162876674105,22.728098318917382,0.0345823408668026
2008-03-01,0.238095238095238,2.761904761904762,77.94473214285712,28.28389229910712,0.0369151205012364
2008-04-01,0.5238095238095238,0.0952380952380952,84.79692068917409,36.90565133231024,0.0304308621073184
2008-05-01,0.5238095238095238,0.0,91.75262398856025,45.419830671037936,0.0397261830172263
2008-06-01,0.6666666666666666,0.0,96.35257341657363,58.642745012555785,0.0360775833022089
2008-07-01,0.4285714285714285,0.0,99.34988961356024,63.47095633370535,0.0388517117006843
2008-08-01,0.5714285714285714,0.0,98.26712419782363,61.23665108816962,0.0271101963269765
2008-09-01,0.7619047619047619,0.0,95.01261021205352,49.25436523437499,0.0176751832417071
2008-10-01,1.1904761904761905,0.0952380952380952,88.17566127232142,38.77557669503347,0.0133308417660453
2008-11-01,0.5238095238095238,2.7142857142857144,78.29692766462053,27.80020612444195,0.0278908288591266
2008-12-01,0.7619047619047619,11.523809523809524,70.79235264369417,17.16445172991069,0.0326961908265277
2009-01-01,0.3333333333333333,14.571428571428571,67.95626342773437,15.086324986049084,0.0323076697779257
2009-02-01,0.5238095238095238,9.0,71.52209856305801,19.342316022600425,0.0263590190563633
2009-03-01,0.6190476190476191,4.190476190476191,76.94705060686381,25.795601457868287,0.0314067249954265
2009-04-01,0.238095238095238,0.4285714285714285,83.96785313197542,35.929625941685245,0.0424382702733364
